id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst,timd,eta,formatted_eta
98836,4251,2013-10-12T14:30:00Z,4131,1,"[116.310066, 39.933861]","[116.306236, 39.896847]",31.94,49.540000000000006,1.0,0 days 00:13:07.151356,2013-10-12 14:43:07.151356+00:00,2013-10-12 14:43:07
99020,4255,2013-10-12T18:30:00Z,4131,1,"[116.301262, 39.928299]","[116.259964, 39.917637]",13.265,15.9725,1.0,0 days 00:12:13.140736,2013-10-12 18:42:13.140736+00:00,2013-10-12 18:42:13
99344,4263,2013-10-12T05:15:00Z,4132,1,"[116.386726, 39.951397]","[116.539734, 40.023609]",33.2525,92.275,1.0,0 days 00:21:49.479446,2013-10-12 05:36:49.479446+00:00,2013-10-12 05:36:49
99752,4276,2013-10-12T23:45:00Z,4132,1,"[116.441254, 39.908634]","[116.487045, 39.907978]",35.035,58.642500000000005,1.0,0 days 00:06:29.220829,2013-10-12 23:51:29.220829+00:00,2013-10-12 23:51:29
99863,4283,2013-10-12T03:00:00Z,4135,1,"[116.355309, 39.981544]","[116.343903, 39.986244]",56.1875,58.785,1.0,0 days 00:09:44.647751,2013-10-12 03:09:44.647751+00:00,2013-10-12 03:09:44
99941,4287,2013-10-12T11:30:00Z,4135,1,"[116.285278, 39.957104]","[116.307503, 39.965664]",22.2925,29.8975,1.0,0 days 00:27:54.628830,2013-10-12 11:57:54.628830+00:00,2013-10-12 11:57:54
100159,4297,2013-10-12T17:00:00Z,4135,1,"[116.334213, 39.968395]","[116.318787, 40.005699]",26.885,31.69,1.0,0 days 00:19:39.931640,2013-10-12 17:19:39.931640+00:00,2013-10-12 17:19:39
100221,4300,2013-10-12T20:00:00Z,4135,1,"[116.437271, 39.924572]","[116.390854, 39.922531]",20.1225,17.1725,1.0,0 days 00:07:43.494043,2013-10-12 20:07:43.494043+00:00,2013-10-12 20:07:43
100534,4312,2013-10-12T13:00:00Z,4136,1,"[116.446365, 39.848232]","[116.477356, 39.865288]",41.8125,25.995,1.0,0 days 00:04:57.152023,2013-10-12 13:04:57.152023+00:00,2013-10-12 13:04:57
100762,4324,2013-10-12T21:45:00Z,4136,1,"[116.489838, 39.948925]","[116.538025, 39.909203]",55.98,43.4675,1.0,0 days 00:00:00,2013-10-12 21:45:00+00:00,2013-10-12 21:45:00
100912,4330,2013-10-12T09:00:00Z,4137,1,"[116.403084, 39.940842]","[116.474106, 39.953316]",30.96,28.245,1.0,0 days 00:16:42.897835,2013-10-12 09:16:42.897835+00:00,2013-10-12 09:16:42
100948,4331,2013-10-12T10:00:00Z,4137,1,"[116.468391, 39.944206]","[116.417389, 39.927982]",22.2375,35.3525,1.0,0 days 00:06:52.149696,2013-10-12 10:06:52.149696+00:00,2013-10-12 10:06:52
101073,4334,2013-10-12T14:30:00Z,4137,1,"[116.461899, 39.914623]","[116.468254, 39.951393]",20.3425,24.43,1.0,0 days 00:07:21.206245,2013-10-12 14:37:21.206245+00:00,2013-10-12 14:37:21
101490,4346,2013-10-12T23:30:00Z,4137,1,"[116.430702, 39.870888]","[116.359291, 39.944889]",61.510000000000005,37.055,1.0,0 days 00:13:33.038635,2013-10-12 23:43:33.038635+00:00,2013-10-12 23:43:33
101718,4357,2013-10-12T08:00:00Z,4269,1,"[116.453392, 39.926994]","[116.461838, 39.94738]",16.845,42.5275,1.0,0 days 00:04:56.470127,2013-10-12 08:04:56.470127+00:00,2013-10-12 08:04:56
101737,4358,2013-10-12T08:15:00Z,4269,1,"[116.461853, 39.949238]","[116.48246, 39.968525]",33.462500000000006,32.705,1.0,0 days 00:04:41.562109,2013-10-12 08:19:41.562109+00:00,2013-10-12 08:19:41
101770,4360,2013-10-12T09:00:00Z,4269,1,"[116.458374, 39.955471]","[116.406799, 39.968933]",30.76,25.862500000000004,1.0,0 days 00:08:58.877106,2013-10-12 09:08:58.877106+00:00,2013-10-12 09:08:58
101787,4361,2013-10-12T09:00:00Z,4269,1,"[116.403236, 39.968891]","[116.326004, 39.891251]",29.9375,19.1025,1.0,0 days 00:32:48.908615,2013-10-12 09:32:48.908615+00:00,2013-10-12 09:32:48
101856,4363,2013-10-12T11:00:00Z,4269,1,"[116.31057, 39.930828]","[116.370384, 39.967049]",37.3275,38.635000000000005,1.0,0 days 00:11:30.734138,2013-10-12 11:11:30.734138+00:00,2013-10-12 11:11:30
102020,4370,2013-10-12T15:30:00Z,4269,1,"[116.360725, 39.967495]","[116.37648, 39.905758]",38.565,33.125,1.0,0 days 00:13:23.349495,2013-10-12 15:43:23.349495+00:00,2013-10-12 15:43:23
102294,4378,2013-10-12T07:30:00Z,4270,1,"[116.425285, 40.00502]","[116.543388, 40.024899]",13.245,74.3725,1.0,0 days 00:15:16.483154,2013-10-12 07:45:16.483154+00:00,2013-10-12 07:45:16
102370,4380,2013-10-12T16:45:00Z,4270,1,"[116.543854, 40.02512]","[116.368172, 39.933662]",35.665000000000006,18.9925,1.0,0 days 00:24:37.330399,2013-10-12 17:09:37.330399+00:00,2013-10-12 17:09:37
102736,4389,2013-10-12T16:00:00Z,4271,1,"[116.446533, 39.847187]","[116.375198, 39.859909]",39.1175,32.9425,1.0,0 days 00:12:12.143555,2013-10-12 16:12:12.143555+00:00,2013-10-12 16:12:12
102772,4390,2013-10-12T18:00:00Z,4271,1,"[116.375229, 39.864651]","[116.338905, 39.970615]",22.66,22.2125,1.0,0 days 00:27:25.637970,2013-10-12 18:27:25.637970+00:00,2013-10-12 18:27:25
103058,4396,2013-10-12T23:00:00Z,4271,1,"[116.461571, 39.892632]","[116.450661, 39.893532]",31.9825,26.655,1.0,0 days 00:04:55.259914,2013-10-12 23:04:55.259914+00:00,2013-10-12 23:04:55
103229,4406,2013-10-12T07:45:00Z,4273,1,"[116.49511, 40.004059]","[116.523911, 39.969986]",59.3775,67.73,1.0,0 days 00:00:00,2013-10-12 07:45:00+00:00,2013-10-12 07:45:00
103575,4425,2013-10-12T14:00:00Z,4274,1,"[116.497353, 39.964336]","[116.546806, 39.965813]",25.6825,21.64,1.0,0 days 00:03:26.034079,2013-10-12 14:03:26.034079+00:00,2013-10-12 14:03:26
103593,4426,2013-10-12T14:30:00Z,4274,1,"[116.539536, 39.965847]","[116.503204, 39.964233]",42.58,24.025,1.0,0 days 00:04:45.649281,2013-10-12 14:34:45.649281+00:00,2013-10-12 14:34:45
103722,4430,2013-10-12T17:30:00Z,4274,1,"[116.461967, 39.913418]","[116.450089, 39.933578]",14.9125,16.634999999999998,1.0,0 days 00:07:43.467665,2013-10-12 17:37:43.467665+00:00,2013-10-12 17:37:43
103743,4431,2013-10-12T18:30:00Z,4274,1,"[116.4701, 39.904858]","[116.500084, 39.871189]",39.33500000000001,18.6175,1.0,0 days 00:06:48.993416,2013-10-12 18:36:48.993416+00:00,2013-10-12 18:36:48
103768,4432,2013-10-12T19:30:00Z,4274,1,"[116.489342, 39.877392]","[116.458603, 39.862804]",22.805,28.0775,1.0,0 days 00:04:41.843977,2013-10-12 19:34:41.843977+00:00,2013-10-12 19:34:41
103824,4434,2013-10-12T21:00:00Z,4274,1,"[116.40136, 39.835045]","[116.39312, 39.839127]",35.6125,47.355,1.0,0 days 00:07:56.550178,2013-10-12 21:07:56.550178+00:00,2013-10-12 21:07:56
103882,4437,2013-10-12T23:15:00Z,4274,1,"[116.370766, 39.835949]","[116.327927, 39.76329]",21.49,37.3575,1.0,0 days 00:16:13.778687,2013-10-12 23:31:13.778687+00:00,2013-10-12 23:31:13
103937,4440,2013-10-12T00:15:00Z,4276,1,"[116.422134, 39.859337]","[116.421837, 39.865814]",41.2275,35.71,1.0,0 days 00:04:02.269793,2013-10-12 00:19:02.269793+00:00,2013-10-12 00:19:02
104025,4443,2013-10-12T08:00:00Z,4276,1,"[116.468712, 39.986065]","[116.338181, 39.974815]",31.52,24.185,1.0,0 days 00:24:24.841347,2013-10-12 08:24:24.841347+00:00,2013-10-12 08:24:24
104068,4444,2013-10-12T08:45:00Z,4276,1,"[116.338264, 39.974022]","[116.333282, 39.984985]",25.2925,19.7425,1.0,0 days 00:08:23.023624,2013-10-12 08:53:23.023624+00:00,2013-10-12 08:53:23
104357,4451,2013-10-12T14:30:00Z,4276,1,"[116.313911, 40.022934]","[116.352951, 39.972431]",25.685,51.197500000000005,1.0,0 days 00:09:34.394703,2013-10-12 14:39:34.394703+00:00,2013-10-12 14:39:34
104388,4452,2013-10-12T15:15:00Z,4276,1,"[116.348755, 39.949081]","[116.353241, 39.920647]",17.1625,21.0625,1.0,0 days 00:06:22.333031,2013-10-12 15:21:22.333031+00:00,2013-10-12 15:21:22
104511,4458,2013-10-12T20:15:00Z,4276,1,"[116.408043, 39.952923]","[116.356606, 39.891178]",44.78,18.380000000000003,1.0,0 days 00:11:52.202568,2013-10-12 20:26:52.202568+00:00,2013-10-12 20:26:52
104553,4460,2013-10-12T20:45:00Z,4276,1,"[116.377769, 39.870281]","[116.323463, 39.975895]",46.3375,36.925,1.0,0 days 00:13:14.884014,2013-10-12 20:58:14.884014+00:00,2013-10-12 20:58:14
104720,4465,2013-10-12T23:45:00Z,4276,1,"[116.398293, 39.791889]","[116.418716, 39.832256]",15.575,65.375,1.0,0 days 00:12:46.229668,2013-10-12 23:57:46.229668+00:00,2013-10-12 23:57:46
104775,4470,2013-10-12T14:15:00Z,4277,1,"[116.356476, 39.907829]","[116.389633, 39.900173]",26.4225,20.875,1.0,0 days 00:06:45.708733,2013-10-12 14:21:45.708733+00:00,2013-10-12 14:21:45
104823,4478,2013-10-12T22:00:00Z,4277,1,"[116.337204, 39.998791]","[116.316956, 40.017395]",8.405000000000001,34.15,1.0,0 days 00:11:02.842312,2013-10-12 22:11:02.842312+00:00,2013-10-12 22:11:02
104862,4481,2013-10-12T00:45:00Z,4278,1,"[116.465378, 39.959454]","[116.348549, 39.969986]",29.3125,16.445,1.0,0 days 00:08:32.664528,2013-10-12 00:53:32.664528+00:00,2013-10-12 00:53:32
104969,4485,2013-10-12T03:00:00Z,4278,1,"[116.441078, 39.91753]","[116.434158, 39.934067]",22.4375,50.21000000000001,1.0,0 days 00:02:45.461512,2013-10-12 03:02:45.461512+00:00,2013-10-12 03:02:45
105080,4491,2013-10-12T08:15:00Z,4278,1,"[116.462769, 39.941101]","[116.460938, 39.953709]",30.21,36.3125,1.0,0 days 00:01:03.449035,2013-10-12 08:16:03.449035+00:00,2013-10-12 08:16:03
105087,4492,2013-10-12T08:30:00Z,4278,1,"[116.471977, 39.945023]","[116.461441, 39.943626]",26.305,36.0675,1.0,0 days 00:01:09.117944,2013-10-12 08:31:09.117944+00:00,2013-10-12 08:31:09
105093,4493,2013-10-12T08:45:00Z,4278,1,"[116.462936, 39.933636]","[116.494545, 39.915466]",28.325000000000003,14.2275,1.0,0 days 00:07:20.543003,2013-10-12 08:52:20.543003+00:00,2013-10-12 08:52:20
105117,4494,2013-10-12T09:15:00Z,4278,1,"[116.490242, 39.920273]","[116.478027, 39.910847]",25.355,21.9525,1.0,0 days 00:05:44.429398,2013-10-12 09:20:44.429398+00:00,2013-10-12 09:20:44
105126,4495,2013-10-12T09:30:00Z,4278,1,"[116.486359, 39.915333]","[116.460388, 39.923309]",17.84,37.2475,1.0,0 days 00:03:43.397512,2013-10-12 09:33:43.397512+00:00,2013-10-12 09:33:43
105158,4497,2013-10-12T18:45:00Z,4278,1,"[116.491653, 39.976467]","[116.498619, 39.958687]",10.9975,16.322499999999998,1.0,0 days 00:11:47.514496,2013-10-12 18:56:47.514496+00:00,2013-10-12 18:56:47
105208,4499,2013-10-12T20:45:00Z,4278,1,"[116.461754, 39.895088]","[116.478096, 39.91785]",22.520000000000003,26.305,1.0,0 days 00:04:36.959810,2013-10-12 20:49:36.959810+00:00,2013-10-12 20:49:36
105406,4507,2013-10-12T10:00:00Z,4279,1,"[116.319763, 39.892769]","[116.362946, 39.917038]",12.0175,29.425,1.0,0 days 00:18:26.553497,2013-10-12 10:18:26.553497+00:00,2013-10-12 10:18:26
105545,4517,2013-10-12T16:30:00Z,4279,1,"[116.3759, 40.003956]","[116.326096, 40.013378]",49.895,27.7025,1.0,0 days 00:06:18.424616,2013-10-12 16:36:18.424616+00:00,2013-10-12 16:36:18
105646,4523,2013-10-12T11:45:00Z,4280,1,"[116.264572, 39.83453]","[116.297615, 39.833504]",28.335,14.6975,1.0,0 days 00:16:45.158386,2013-10-12 12:01:45.158386+00:00,2013-10-12 12:01:45
105734,4529,2013-10-12T14:15:00Z,4289,1,"[116.444397, 39.943901]","[116.375488, 39.914684]",23.205,13.27,1.0,0 days 00:20:57.093658,2013-10-12 14:35:57.093658+00:00,2013-10-12 14:35:57
105767,4531,2013-10-12T15:45:00Z,4289,1,"[116.37397, 39.911335]","[116.448715, 39.90839]",15.1725,27.8975,1.0,0 days 00:20:40.317993,2013-10-12 16:05:40.317993+00:00,2013-10-12 16:05:40
105894,4538,2013-10-12T00:15:00Z,4325,1,"[116.407913, 39.949123]","[116.349037, 39.87775]",59.28,56.2625,1.0,0 days 00:15:45.876617,2013-10-12 00:30:45.876617+00:00,2013-10-12 00:30:45
106086,4543,2013-10-12T05:45:00Z,4325,1,"[116.468971, 39.943455]","[116.54052, 40.023872]",30.1325,92.5275,1.0,0 days 00:21:44.745712,2013-10-12 06:06:44.745712+00:00,2013-10-12 06:06:44
106123,4544,2013-10-12T11:30:00Z,4325,1,"[116.542488, 40.024616]","[116.476166, 39.913704]",79.7575,28.2525,1.0,0 days 00:11:17.511749,2013-10-12 11:41:17.511749+00:00,2013-10-12 11:41:17
106467,4555,2013-10-12T08:45:00Z,4347,1,"[116.346008, 39.905285]","[116.402901, 39.852303]",16.52,23.805,1.0,0 days 00:20:19.277458,2013-10-12 09:05:19.277458+00:00,2013-10-12 09:05:19
106512,4557,2013-10-12T10:30:00Z,4347,1,"[116.385681, 39.951515]","[116.396408, 39.940445]",19.6675,18.450000000000003,1.0,0 days 00:02:34.925194,2013-10-12 10:32:34.925194+00:00,2013-10-12 10:32:34
106537,4559,2013-10-12T12:00:00Z,4347,1,"[116.399155, 39.891712]","[116.376251, 39.889469]",38.5875,31.169999999999995,1.0,0 days 00:02:53.568478,2013-10-12 12:02:53.568478+00:00,2013-10-12 12:02:53
106641,4566,2013-10-12T16:30:00Z,4347,1,"[116.408058, 39.766525]","[116.37487, 39.764511]",18.7125,62.5475,1.0,0 days 00:16:16.075287,2013-10-12 16:46:16.075287+00:00,2013-10-12 16:46:16
106936,4578,2013-10-12T10:30:00Z,4348,1,"[116.303612, 39.89682]","[116.547874, 39.915802]",46.035,26.8175,1.0,0 days 00:00:00,2013-10-12 10:30:00+00:00,2013-10-12 10:30:00
107105,4583,2013-10-12T15:00:00Z,4348,1,"[116.273758, 39.906536]","[116.270172, 39.893822]",38.1475,13.8025,1.0,0 days 00:16:43.807526,2013-10-12 15:16:43.807526+00:00,2013-10-12 15:16:43
107264,4594,2013-10-12T21:00:00Z,4348,1,"[116.455559, 39.957054]","[116.407639, 39.971161]",35.775000000000006,29.615,1.0,0 days 00:08:39.422951,2013-10-12 21:08:39.422951+00:00,2013-10-12 21:08:39
107373,4599,2013-10-12T23:15:00Z,4348,1,"[116.434746, 39.893829]","[116.425026, 39.883144]",30.405,42.865,1.0,0 days 00:03:35.112333,2013-10-12 23:18:35.112333+00:00,2013-10-12 23:18:35
107559,4611,2013-10-12T14:45:00Z,4351,1,"[116.242966, 39.907482]","[116.198059, 39.925014]",45.6475,38.815,1.0,0 days 00:06:11.331081,2013-10-12 14:51:11.331081+00:00,2013-10-12 14:51:11
107568,4612,2013-10-12T15:00:00Z,4351,1,"[116.19809, 39.922188]","[116.210037, 39.907394]",20.005000000000003,23.300000000000004,1.0,0 days 00:00:00,2013-10-12 15:00:00+00:00,2013-10-12 15:00:00
107598,4615,2013-10-12T00:00:00Z,4357,1,"[116.373589, 39.909168]","[116.363701, 39.886295]",40.087500000000006,34.895,1.0,0 days 00:02:57.597470,2013-10-12 00:02:57.597470+00:00,2013-10-12 00:02:57
107612,4616,2013-10-12T00:30:00Z,4357,1,"[116.375275, 39.911095]","[116.359932, 39.917053]",40.9625,22.605,1.0,0 days 00:00:53.685408,2013-10-12 00:30:53.685408+00:00,2013-10-12 00:30:53
107690,4621,2013-10-12T02:00:00Z,4357,1,"[116.357117, 39.940598]","[116.461853, 39.898624]",20.26,56.4325,1.0,0 days 00:18:51.163788,2013-10-12 02:18:51.163788+00:00,2013-10-12 02:18:51
108003,4627,2013-10-12T11:15:00Z,4357,1,"[116.440826, 39.959999]","[116.408249, 39.951622]",19.485,45.305,1.0,0 days 00:10:33.108902,2013-10-12 11:25:33.108902+00:00,2013-10-12 11:25:33
108016,4628,2013-10-12T11:30:00Z,4357,1,"[116.40152, 39.951511]","[116.41082, 39.925877]",19.8825,21.19,1.0,0 days 00:04:36.968021,2013-10-12 11:34:36.968021+00:00,2013-10-12 11:34:36
108106,4632,2013-10-12T13:30:00Z,4357,1,"[116.305946, 39.941208]","[116.325165, 40.023979]",18.33,58.6525,1.0,0 days 00:15:20.967293,2013-10-12 13:45:20.967293+00:00,2013-10-12 13:45:20
108372,4637,2013-10-12T19:30:00Z,4357,1,"[116.541557, 40.024368]","[116.345886, 40.023205]",40.9625,38.7525,1.0,0 days 00:00:00,2013-10-12 19:30:00+00:00,2013-10-12 19:30:00
108599,4642,2013-10-12T23:30:00Z,4357,1,"[116.380096, 39.867554]","[116.380188, 39.955345]",23.295,57.2275,1.0,0 days 00:14:17.639694,2013-10-12 23:44:17.639694+00:00,2013-10-12 23:44:17
108665,4644,2013-10-12T10:15:00Z,4363,1,"[116.535995, 40.022278]","[116.393906, 39.945068]",81.22749999999999,26.5525,1.0,0 days 00:07:01.249752,2013-10-12 10:22:01.249752+00:00,2013-10-12 10:22:01
108708,4648,2013-10-12T20:45:00Z,4393,1,"[116.301025, 39.984615]","[116.30056, 39.97892]",33.692499999999995,46.6375,1.0,0 days 00:06:54.395771,2013-10-12 20:51:54.395771+00:00,2013-10-12 20:51:54
108725,4650,2013-10-12T00:00:00Z,4394,1,"[116.374779, 39.98785]","[116.355843, 40.024261]",63.6525,49.8525,1.0,0 days 00:01:26.666451,2013-10-12 00:01:26.666451+00:00,2013-10-12 00:01:26
108766,4652,2013-10-12T01:30:00Z,4394,1,"[116.416748, 39.943214]","[116.428757, 39.941536]",33.55,29.65,1.0,0 days 00:13:11.709251,2013-10-12 01:43:11.709251+00:00,2013-10-12 01:43:11
108891,4658,2013-10-12T06:00:00Z,4394,1,"[116.302071, 39.889725]","[116.31366, 39.885883]",29.055,48.0675,1.0,0 days 00:07:38.847885,2013-10-12 06:07:38.847885+00:00,2013-10-12 06:07:38
108969,4662,2013-10-12T09:30:00Z,4394,1,"[116.350143, 39.887112]","[116.542313, 40.024471]",27.1775,82.00999999999999,1.0,0 days 00:29:11.924057,2013-10-12 09:59:11.924057+00:00,2013-10-12 09:59:11
109093,4666,2013-10-12T16:45:00Z,4394,1,"[116.322845, 39.896729]","[116.237579, 39.839211]",20.14,32.645,1.0,0 days 00:18:04.682121,2013-10-12 17:03:04.682121+00:00,2013-10-12 17:03:04
109189,4669,2013-10-12T18:45:00Z,4394,1,"[116.445114, 39.863838]","[116.443726, 39.907738]",16.9375,14.995,1.0,0 days 00:15:57.901726,2013-10-12 19:00:57.901726+00:00,2013-10-12 19:00:57
109217,4670,2013-10-12T19:30:00Z,4394,1,"[116.443764, 39.906654]","[116.503136, 39.870605]",6.7125,44.095000000000006,1.0,0 days 00:59:36.274567,2013-10-12 20:29:36.274567+00:00,2013-10-12 20:29:36
109271,4673,2013-10-12T20:45:00Z,4394,1,"[116.462067, 39.947826]","[116.446175, 39.963516]",30.8375,29.165,1.0,0 days 00:03:26.726203,2013-10-12 20:48:26.726203+00:00,2013-10-12 20:48:26
109293,4675,2013-10-12T21:45:00Z,4394,1,"[116.447968, 39.972145]","[116.448578, 39.930515]",11.025,14.48,1.0,0 days 00:14:07.616959,2013-10-12 21:59:07.616959+00:00,2013-10-12 21:59:07
109779,4697,2013-10-12T21:30:00Z,4396,1,"[116.450012, 39.960808]","[116.333992, 39.975578]",40.58,18.21,1.0,0 days 00:17:05.528984,2013-10-12 21:47:05.528984+00:00,2013-10-12 21:47:05
109988,4703,2013-10-12T07:30:00Z,4397,1,"[116.434341, 39.988941]","[116.444183, 39.920486]",56.8575,22.985,1.0,0 days 00:05:52.975960,2013-10-12 07:35:52.975960+00:00,2013-10-12 07:35:52
110226,4713,2013-10-12T14:15:00Z,4397,1,"[116.535744, 39.916737]","[116.523895, 39.923847]",31.9825,39.825,1.0,0 days 00:00:00,2013-10-12 14:15:00+00:00,2013-10-12 14:15:00
110331,4719,2013-10-12T17:00:00Z,4397,1,"[116.372231, 40.001575]","[116.42511, 39.983429]",24.095,39.5175,1.0,0 days 00:13:18.715439,2013-10-12 17:13:18.715439+00:00,2013-10-12 17:13:18
110510,4727,2013-10-12T13:00:00Z,4398,1,"[116.391487, 39.865211]","[116.312714, 39.874077]",19.8575,54.4575,1.0,0 days 00:21:55.697594,2013-10-12 13:21:55.697594+00:00,2013-10-12 13:21:55
110535,4728,2013-10-12T13:15:00Z,4398,1,"[116.311417, 39.879738]","[116.31501, 39.907799]",46.59,51.935,1.0,0 days 00:12:15.600357,2013-10-12 13:27:15.600357+00:00,2013-10-12 13:27:15
110557,4729,2013-10-12T13:45:00Z,4398,1,"[116.310539, 39.913647]","[116.353279, 39.958168]",55.23,18.6325,1.0,0 days 00:08:18.973846,2013-10-12 13:53:18.973846+00:00,2013-10-12 13:53:18
110722,4733,2013-10-12T19:30:00Z,4398,1,"[116.511032, 39.902939]","[116.519211, 39.889507]",18.82,20.55,1.0,0 days 00:00:00,2013-10-12 19:30:00+00:00,2013-10-12 19:30:00
110743,4735,2013-10-12T20:15:00Z,4398,1,"[116.461128, 39.890816]","[116.434082, 39.858967]",26.8225,27.3875,1.0,0 days 00:17:00.637779,2013-10-12 20:32:00.637779+00:00,2013-10-12 20:32:00
110766,4736,2013-10-12T20:45:00Z,4398,1,"[116.429024, 39.865879]","[116.365074, 39.993996]",26.445,19.4625,1.0,0 days 00:29:09.384613,2013-10-12 21:14:09.384613+00:00,2013-10-12 21:14:09
110832,4737,2013-10-12T21:30:00Z,4398,1,"[116.355652, 39.987278]","[116.308434, 39.959656]",34.0325,53.7375,1.0,0 days 00:21:01.582031,2013-10-12 21:51:01.582031+00:00,2013-10-12 21:51:01
111171,4748,2013-10-12T00:15:00Z,4400,1,"[116.481422, 39.79668]","[116.545845, 39.760517]",32.692499999999995,57.1,1.0,0 days 00:08:33.842125,2013-10-12 00:23:33.842125+00:00,2013-10-12 00:23:33
111338,4757,2013-10-12T10:30:00Z,4400,1,"[116.498863, 39.762436]","[116.489471, 39.782967]",20.95,20.6725,1.0,0 days 00:18:04.701004,2013-10-12 10:48:04.701004+00:00,2013-10-12 10:48:04
111382,4760,2013-10-12T17:45:00Z,4400,1,"[116.544388, 39.782463]","[116.456589, 39.933811]",31.4175,16.755,1.0,0 days 00:20:16.010513,2013-10-12 18:05:16.010513+00:00,2013-10-12 18:05:16
111450,4761,2013-10-12T20:00:00Z,4400,1,"[116.441833, 39.926903]","[116.543289, 40.02483]",17.845,64.7775,1.0,0 days 00:20:22.294922,2013-10-12 20:20:22.294922+00:00,2013-10-12 20:20:22
111635,4769,2013-10-12T06:45:00Z,4417,1,"[116.358192, 39.954216]","[116.381248, 39.933083]",35.9725,37.5625,1.0,0 days 00:11:52.043038,2013-10-12 06:56:52.043038+00:00,2013-10-12 06:56:52
111818,4776,2013-10-12T13:00:00Z,4417,1,"[116.366501, 39.940666]","[116.328636, 39.889961]",24.165,23.7725,1.0,0 days 00:07:19.694967,2013-10-12 13:07:19.694967+00:00,2013-10-12 13:07:19
111841,4777,2013-10-12T13:30:00Z,4417,1,"[116.326462, 39.881046]","[116.311317, 39.879292]",22.5375,46.065000000000005,1.0,0 days 00:01:33.569784,2013-10-12 13:31:33.569784+00:00,2013-10-12 13:31:33
111924,4780,2013-10-12T16:00:00Z,4417,1,"[116.372803, 39.987381]","[116.438438, 39.983334]",40.15,44.15,1.0,0 days 00:19:08.854065,2013-10-12 16:19:08.854065+00:00,2013-10-12 16:19:08
112175,4790,2013-10-12T22:30:00Z,4417,1,"[116.366882, 40.005455]","[116.402039, 39.966866]",41.805,19.045,1.0,0 days 00:18:29.687233,2013-10-12 22:48:29.687233+00:00,2013-10-12 22:48:29
112367,4795,2013-10-12T01:30:00Z,4423,1,"[116.308578, 39.858028]","[116.283279, 39.858852]",19.555,65.1,1.0,0 days 00:04:34.258175,2013-10-12 01:34:34.258175+00:00,2013-10-12 01:34:34
112389,4796,2013-10-12T01:45:00Z,4423,1,"[116.294762, 39.872505]","[116.321198, 39.876556]",25.9475,42.2375,1.0,0 days 00:04:58.230543,2013-10-12 01:49:58.230543+00:00,2013-10-12 01:49:58
112413,4798,2013-10-12T02:15:00Z,4423,1,"[116.358932, 39.889523]","[116.352989, 39.895382]",38.86,17.5425,1.0,0 days 00:03:30.817537,2013-10-12 02:18:30.817537+00:00,2013-10-12 02:18:30
112430,4799,2013-10-12T10:30:00Z,4423,1,"[116.279221, 39.873646]","[116.199135, 39.794899]",25.5675,71.55,1.0,0 days 00:07:59.162579,2013-10-12 10:37:59.162579+00:00,2013-10-12 10:37:59
112563,4804,2013-10-12T13:45:00Z,4423,1,"[116.288811, 39.87318]","[116.323486, 39.812626]",29.835,33.89,1.0,0 days 00:13:08.877526,2013-10-12 13:58:08.877526+00:00,2013-10-12 13:58:08
112597,4805,2013-10-12T14:15:00Z,4423,1,"[116.286072, 39.830357]","[116.283279, 39.854507]",17.7875,49.21000000000001,1.0,0 days 00:04:18.372173,2013-10-12 14:19:18.372173+00:00,2013-10-12 14:19:18
112618,4806,2013-10-12T14:30:00Z,4423,1,"[116.283134, 39.861412]","[116.264404, 39.889095]",46.4675,20.5975,1.0,0 days 00:05:01.468620,2013-10-12 14:35:01.468620+00:00,2013-10-12 14:35:01
112701,4809,2013-10-12T15:45:00Z,4423,1,"[116.275337, 39.95385]","[116.29805, 39.946537]",40.5075,36.682500000000005,1.0,0 days 00:15:05.226746,2013-10-12 16:00:05.226746+00:00,2013-10-12 16:00:05
